1,100,95 ,90 ,100,105,105,100,100
2,146,139,145,155,156,155,155,160
3,166,160,164,170,179,179,180,190
4,185,177,182,190,199,200,200,215
5,197,190,193,204,212,215,215,231
6,206,199,201,212,221,224,228,241
7,212,204,207,219,227,231,234,248
8,216,207,211,224,232,234,239,255
9,220,210,214,226,235,237,244,259
10,222,213,216,229,237,238,245,262
11,223,214,218,230,238,239,247,263
12,224,215,219,231,239,239,249,264
13,224,215,219,231,239,239,249,264
14,225,216,220,231,239,   ,248,
